5,0,0,0,1,0,51,0,0,0,0,3.92E-06,0.002311782,5.16E-05,0.001874323,4.42E-05,0.000138416,0.995574832,1.07E-07,6.43E-07,1.18E-07
4,0,0,3,0,46,0,0,4,0,0,0.000126827,2.55E-07,0.960984766,0.009714019,0.016126836,0.008070634,0.00475935,0.000213345,3.95E-06,5.18E-08
8,0,0,1,0,0,0,0,0,52,0,0.096679047,1.32E-05,0.006456974,0.000224937,0.000212285,5.27E-05,7.82E-06,1.38E-05,0.896321058,1.82E-05
8,0,0,0,0,0,0,0,0,53,0,0.002387742,3.62E-06,0.000177597,0.000708443,0.000331441,0.000128236,1.08E-05,4.74E-05,0.983316243,0.012888508
4,2,0,0,0,49,0,0,0,0,0,0.002765157,3.05E-06,0.033537138,0.008503139,0.916268468,0.003118444,7.02E-05,0.035289064,0.000380212,6.50E-05
9,0,0,0,0,0,0,0,0,0,51,1.15E-05,5.52E-05,1.66E-06,0.000546584,4.17E-07,4.44E-05,0.000104265,2.10E-05,1.41E-05,0.999201
6,0,0,0,1,0,0,51,0,0,0,0.000434715,0.000183515,0.012019088,0.260273337,0.602321446,0.111836769,0.006993968,0.001273561,0.004588587,7.51E-05
9,0,0,0,0,0,0,0,0,0,50,0.003123859,6.70E-05,4.97E-06,6.97E-05,2.52E-06,1.19E-05,9.51E-08,3.87E-05,0.17044203,0.826239169
6,0,0,0,0,1,0,50,0,0,0,0.000207725,0.00328153,0.477297574,0.005445822,0.054763705,0.362251759,0.085144803,0.002597267,0.005587834,0.003422041
1,0,53,0,0,0,0,0,0,0,0,2.19E-06,0.998297632,2.79E-09,5.64E-07,1.21E-09,1.42E-07,4.81E-08,3.75E-08,7.23E-05,0.001627206
7,0,0,2,0,0,0,0,49,0,0,0.05942791,0.006747244,0.249816552,0.153576598,0.227142811,0.09370181,0.079575807,0.088741966,0.008540224,0.032729119
3,0,0,0,40,1,1,0,9,0,0,2.43E-05,6.41E-08,0.234375924,0.028680621,0.247798666,0.179871902,0.002014809,0.307231784,1.25E-06,7.21E-07
3,0,0,0,51,0,2,0,1,0,0,2.13E-13,2.80E-19,5.18E-09,7.23E-06,9.83E-17,0.999992609,1.15E-07,6.44E-14,3.32E-13,2.10E-13
8,0,0,0,0,0,0,0,0,54,0,0.062008593,0.000115583,0.0002195,0.000318328,3.02E-06,4.01E-06,6.07E-06,1.78E-06,0.937315464,7.59E-06
1,0,52,0,0,0,0,0,0,0,0,3.96E-05,0.997790456,2.20E-08,4.30E-06,2.67E-08,3.00E-08,8.24E-06,5.33E-09,9.69E-05,0.002060412
0,52,0,0,0,0,0,0,0,0,0,0.338368595,7.67E-06,0.653326035,0.000333634,0.004903584,0.000344284,0.000832812,0.000185088,0.001698243,8.04E-08
6,0,0,2,1,0,1,47,0,0,0,0.060349625,0.017512444,0.016129408,0.096328482,0.359897316,0.025235778,0.225855082,0.024114229,0.090086073,0.08449164
3,0,0,0,51,0,0,0,0,0,0,0.000117935,7.26E-07,0.000562073,0.126774505,0.744426429,0.035143863,0.091163613,0.00103344,0.000409146,0.000368241
5,0,0,0,1,0,51,0,0,0,0,0.000354788,0.000487146,0.004648463,0.075509824,0.296438336,0.032438993,0.000510594,0.587011993,0.000321741,0.002278211
3,0,0,1,48,1,0,2,0,0,0,0.003535811,0.001421111,0.044554785,0.170022905,0.099895477,0.054769672,0.597630382,0.006554884,0.011021591,0.010593428
4,0,0,0,1,49,0,0,0,0,0,0.401908815,0.006041366,0.168264002,0.007382909,0.37546578,0.004247619,0.001092964,0.022832014,0.010954157,0.001810396
0,46,0,1,0,0,0,2,0,1,0,0.87426579,0.000521973,0.014407533,0.000453611,0.108925581,0.000347373,6.10E-06,0.001017159,4.20E-05,1.30E-05
